,title,genres,original_language,production_companies,budget,revenue,runtime (minutes),status,release_year,synopsis,fem,rotten_score,audience_score
2498,Aida Rodriguez: Fighting Words,Comedy,en,Art & Industry,0,0,63,Released,2021,For her first hourlong stand-up special comedian/actress/producer Aida Rodriguez takes the stage in the Bronx to tackle the issues of the day – not just because they’re ripped from the headlines but because they’re in the pages of her personal life story. With her grounded and unapologetic point of view Rodriguez gets candid about being worn out from political comedy embracing both sides of her heritage getting back into the dating game and so much more.,1,,
2504,Saying Yes to Christmas,Drama-TV Movie-Romance,en,Reel One Entertainment-Champlain Media-CME Winter Productions,0,0,85,Released,2021,A magical Christmas wish makes a career-obsessed June say yes to every invitation while she's home for the holidays. But when an old flame Blake joins her hectic schedule of Christmas activities past feelings are reignited. June must choose between saying yes to her career and life in the city or to her heart in her hometown.,1,,
2507,A Great North Christmas,TV Movie-Drama-Romance,en,Trilight Entertainment-Anamorphic Media-Princ Films Inc.,0,0,85,Released,2021,Caroline North is one of the LA's entertainment power-attorneys. She is beautiful smart and aggressive type-A woman in her 30s. She is also a very lonely workaholic. Her best friends Jackie and Samantha decided to end Caroline's long streak of working weekends and lonely holidays by booking a surprise Christmas vacation for her in Prince George Canada.,1,,
2509,Riverfront Romance,Romance,en,Vortex Productions,0,0,85,Released,2021,A successful novelist buys her dream home an old turn-of-the-century home on a beautiful riverfront. However a young project manager is in charge of building a hydroelectric dam on the river. The novelist has 30 days to change his mind.,1,,
2511,There's Something in the Lake,Fantasy,en,Octoberville Pictures,0,0,65,Released,2021,A 13-year-old girl and her two friends fall asleep watching a monster movie and are literally sucked into its world.,1,,
2515,Bad Blood,Horror,en,Vamoose Productions,0,0,72,Released,2021,A social worker takes a withdrawn homeless boy into her care not suspecting that he is a vampire. As she she gets closer to him his thirst for human blood increases and to protect him she must help lure his next kill to satisfy his cravings.,1,,
2516,Royal Blossom,Romance-TV Movie,en,Free Dolphin Productions-Mediawan,0,0,86,Released,2021,Princess Elena has a passion for floral composition but her hobby has to remain a secret since it is seen as « not suitable for Royalty ».  While in London on a diplomatic tour she signs herself up in a floral competition using a fake name and meets Adam a journalist covering the event…,1,,
2527,The New Frontier,Fantasy-Western,en,Running Wild Films,0,0,65,Released,2021,One of 12 Westerns in 12 Months: this film tells the story of two women isolated in the wilderness whose peaceful life is forever changed when a third woman arrives one day. Along with her a supernatural force lurks in the woods nearby.,1,,
2531,The Shattering,Drama-Thriller,en,Argentic Productions,0,0,77,Released,2021,Claire has everything - money a loving husband and a desired child. But suddenly her life changes. Doubts and lies bring her to the edge of insanity.,1,,
2538,Freeland,Drama,en,Lunacy Productions-Dark Star Pictures-Big Tangent,0,0,80,Released,2021,Forced to go legal an outlaw  pot farmer fights to preserve her way of life.,1,100,
2543,The Way,Action-Drama,en,Alliance of Light-Fun Bomb,0,0,90,Released,2021,13 years ago Jane Arcs was condemned to death after brutally killing her opponent in a underground street fight. Now in just 24 hours Jane will be executed for her crime. During her 13 years on Death Row Jane has undergone a major evolution under the tutelage of a fellow inmate and Qi Gong Master Xin learning the way of Qi Gong and ostensibly gaining supernatural abilities. As the day of her execution arrives Jane embraces her punishment in the spirit of transformation. Max Stone Jane's boyfriend as well as correctional officer and part of the execution tie down team has very different ideas. He is willing to do anything to save Jane. Will he kill others to save her life? Or will Jane help him to see the light and to let her go? The Way climaxes as the essence of spirit collides with the raw power of desire ultimately bring the audience full circle in seeing how both are essential to being human.,1,,
2547,Between Forever,Romance-Drama,en,Diamond Lite Media-Almaz Noor-Leap4wrd,0,0,83,Released,2021,This is a day in the lives of two completely different people. One is steady empowered woman -April that works for the EPA and married to the right person for everyone else but herself. By total accident she meets the complete opposite to her estranged husband Marlon a cook that has too many mishaps in his life. He too is at the crossroads to choose how to straighten his life. Their serendipitous meeting not only changes their outlook on life but alters their future and what happens between forever.,1,,
2548,Galentine's Day Nightmare,TV Movie-Drama-Thriller,en,Reel One Entertainment-N.B Thrilling Films 8,0,0,86,Released,2021,A woman's life becomes a living nightmare when she becomes the prime suspect in her boss's murder.,1,,
2549,The Even Bigger Slime Movie,Comedy-Family,en,NewBeTV,0,0,81,Released,2021,Slime creator Indy (Bibi) has to come up with a super cool new slime recipe for a big Slime Gala. When she secretly adds octopus slime while making it magical colors are created. This is the best slime she's ever made! But when jealous slime creator Benji (Matheu Hinzen) steals the recipe everything goes wrong. Can Indy stop Benji and win back her slime fans?,1,,
2552,To Catch a Spy,Mystery-TV Movie-Romance,en,Leif Films-Tetrad Productions,0,0,84,Released,2021,When the newly renovated Hotel Optima in Malta has a grand reopening Chloe and her team from Destination Traveler Magazine head over to cover the travel scene in Malta and sees someone fall to their death right past her hotel window.,1,,67
2555,Webcam Cheerleaders,Drama-Thriller-TV Movie,en,Lifetime-Reel One Entertainment-NB Thrilling Films 6,0,0,87,Released,2021,Maisy transfers to her late sister's college to find the truth behind her death where she uncovers that many of the girls on the cheerleading squad are also webcam girls but revealing the truth may have deadly consequences.,1,,
2556,Barakat,Comedy-Drama,en,Nagvlug-PaperJet Productions,0,0,103,Released,2021,An aging matriarch aims to bring together her fractured dysfunctional family over Eid-al-Fitr to break the news about her new romance.,1,,73
2561,Inbetween Girl,Comedy-Drama,en,Pineapple Field Productions,0,0,87,Released,2021,Teen artist Angie Chen turns to secret hook-ups with the heartthrob of her private school after her parents’ sudden divorce.,1,88,
2562,Doll Face,Horror-Thriller,en,SP Releasing,0,0,74,Released,2021,When the beautiful yet timid Marmalade inherits her grandmother's palatial condo there is an odd string attached: she must care for each and every doll in her grandmother's extensive collection or lose her inheritance,1,,25
2564,Bearry,Horror-Comedy,en,H2 Crew Productions-TiberiusFilm Limited,0,0,83,Released,2021,In order to cheer up recently divorced Chloe her friend Sam gives her a giant teddy bear Bearry. As Chloe confides her wishes to Bearry people close to her go missing or die. Is Chloe a murderer is it her stalker? or is it Bearry?,1,,
2566,Even in Dreams,Drama-Music,en,S&S Productions,0,0,120,Released,2021,Sam is an aspiring musician that just lost her older sister Amber. During the difficult grieving process Sam finds comfort in singing and song writing - fulfilling the dreams that Amber would now never be able to pursue. Along with Amber's band Sam moves to Nashville to pursue Amber's dream of making a career in the music industry. Upon arrival they sign with a music manager who immediately provides them with success but at a price. As the taste of fame draws near tensions begin to rise within the band. Will the industry tear them apart and change forever who they are?,1,,
2567,Wheels of Beauty,Thriller-TV Movie,en,Johnson Production Group-Shadowboxer LLC,0,0,87,Released,2021,At the point when Brittany selects an auto hustling school her deranged teacher Andrew becomes hopelessly enamored with her and attempts to turn over everyone in her life.,1,,
2570,Dark Corners,Thriller,en,Storyline NOR-Secret Channel Films,0,0,90,Released,2021,Jack Strachan a shady ex-sports star in hiding out in Norway is stalked by a mysterious woman he cannot identify who closely resembles his murdered wife Veronique. Convinced of her evil intent and determined to unmask her he forces himself to re-live the harrowing events that culminate in Veronique's brutal murder at the hands of violent associate Karim and confront the demons that first drove him underground.,1,,27
2575,Ouija Hosts,Horror,en,Greenway Entertainment-ChampDog Films-CoCo Pictures-ITN Distribution,0,0,88,Released,2021,Duncan and Sarah are presenters of a well-known paranormal TV show titled “Ghost Hosts” which this week comes live from an abandoned haunted building as part of a Halloween special.  They introduce their new host Jenny to the show and her first day is about to become a nightmare as the stories surrounding the horrifying dead owners of the mansion are about to become reality.,1,,
2581,A New Lease on Christmas,TV Movie-Romance-Comedy,en,Lighthouse Pictures,0,0,87,Released,2021,A single real estate agent falls for a handsome coffee shop owner - only to discover that the job she just took requires her to evict him from his shop.,1,,
2582,Eddie Izzard: Wunderbar,Comedy,en,Universal Pictures,0,0,78,Released,2021,Filmed during Eddie’s 2019 tour Wunderbar exemplifies Eddie’s unique surreal view of life love history and her ‘theory of the universe’.,1,,
2585,Me & Mrs. Jones,Comedy-Romance,en,Afro Flicks-Grass Roots Screening,0,0,99,Released,2021,Tracy Wainwright is a young graphic artist at an Internet company in San Francisco. Mrs. Jones the company's hard-as-nails CEO takes a liking to Tracy and begins to seduce him by giving him lavish gifts while he becomes her personal love slave. When Tracy meets the love of his life Desiree he ultimately must choose between the two women.,1,,
2589,Bury the Past,Thriller-TV Movie,en,Fireside Pictures,0,0,90,Released,2021,Alice was married to a deranged abusive man–a police officer who was regarded as a pillar of the community but was secretly a monster. After Alice killed him in self-defense and fearing her story would never be believed she fled and went into hiding. But now an old police buddy of her dead husband is on her porch. He has tracked her down and wants money to keep silent,1,,
2595,A Professor's Vengeance,Drama-Thriller,en,Storyteller Studios,0,0,89,Released,2021,When Nicole Atkins returns to graduate school a previous affair with a married professor is the last thing on her mind. However someone else on campus has his eye on Nicole someone who knows all her secrets.,1,,
2604,The Awakening of Emanuelle,Drama,en,Cinema Epoch-CineRidge Entertainment,0,0,63,Released,2021,An adventurous glamour model unleashes a side of her she never knew existed when she goes on an odyssey to reinvent herself.,1,,
2612,Rose Plays Julie,Drama-Thriller,en,Samson Films-Desperate Optimists Productions,0,0,100,Released,2021,Rose Plays Julie is the story of a young woman searching for her biological mother. Set against a backdrop of misogyny revenge and longing Rose undertakes a journey that leads her to revelations that are both devastating and dangerous.,1,95,42
2615,Christmas Sail,Comedy-Romance-TV Movie,en,Hallmark Media-Principle Productions,0,0,84,Released,2021,When Liz returns home to take care of her estranged father she is determined to give her daughter a perfect Christmas and reconnects with her best friend.,1,,
2616,Hidden Family Secrets,Drama-Thriller-TV Movie,en,Neshama Entertainment,0,0,87,Released,2021,A woman determined to save her dying daughter uncovers her mother's sinister secret.,1,,
2621,The Matchmaker,Romance-Comedy,en,Hidden Gem Entertainment,0,0,116,Released,2021,A mother plays the role of a matchmaker at her 50th birthday celebration to her son and his ex-girlfriend. All hell breaks loose when her son brings his unexpected new fiancé to the party.,1,,
2624,Trafficked: A Parent's Worst Nightmare,Drama,en,Be Your Own Hollywood,0,0,108,Released,2021,On the eve of her 16th birthday Allison Riley disappears. When the police refuse their requests her parents Joanna and Case reluctantly hire John Belton a private investigator with a reputation for questionable procedures and a dark past. Quickly Belton realizes that Allison was coerced by a young handsome boy she met on social media and had been trafficked and they are on a race against time to get her back.,1,,
2625,The Wedding Ring,TV Movie-Comedy-Romance-Family,en,Reel One Entertainment-Champlain Media-CME Spring Productions,0,0,85,Released,2021,Kate Sterling’s entire life is about proposals. As a jewelry designer she’s created rings for more happy couples than she can count however none for herself yet. At her sister’s marriage Kate is given a second change to connect with her childhood sweetheart. Now she has to decide whether their feelings have changed or if the wedding will re-kindle the sparks that once united them; giving Kate the ring she’s been waiting for her whole life!,1,,
2626,Deadly Dorm,TV Movie-Thriller,en,Almost Never Films-Grey Hour Production Services,0,0,89,Released,2021,When a university student refuses to sleep with her professor in exchange for good grades she's in danger of being killed to keep her quiet and her mother must drop everything to save her.,1,,
2630,The Secret Sauce,TV Movie-Comedy-Romance,en,Incendo Productions-Incendo Media,0,0,90,Released,2021,Laura is a Chicago marketing executive sent to oversee a small mid-west town cook-off and entice Jim the local barbecue joint owner to let her license his family's secret BBQ sauce. As two very different worlds collide with a dash of trust and splash of mutual admiration a new-found friendship slowly marinades into something much bolder and sweet.,1,,
2636,The Perfect Wedding Match,Romance-TV Movie,en,Reel One Entertainment,0,0,85,Released,2021,Programmer for the ‘Plus Ones’ matchmaking app Maisie Jacobs is single and dateless for her little sister Ali’s wedding. Keen to avoid her family’s questions Maisie uses the app to find her own plus one – but is sent the only person she would never date! Could the mix-up be her chance for true love?,1,,
2639,UnPerfect Christmas Wish,TV Movie-Comedy-Romance,en,Good Soldier Films-Northern Soul Film Company,0,0,90,Released,2021,Madison O'Hara owns a busy event company where she performs as a singing elf for Christmas parties with her best friend Cooper. Her real dream is to be a singer-songwriter and to find the perfect man but things seem to be slipping away when she breaks up with her successful boyfriend Luke. But when a wise Santa suggests perhaps there's a perfectly 'Un-Perfect' match for her right before her eyes Maddy takes a whole new look at her life and the people in it.,1,,
2640,The Beauty of Love,TV Movie-Comedy-Romance-Family,en,Reel One Entertainment-Almost Never Films-Oklahoma Music + Film,0,0,85,Released,2021,Emma has built a successful lifestyle website that she puts her heart and soul into called “Classically Emma”. But when her numbers start trending down she thinks she might’ve found her fix in a partnership with an ambitious millennial named Jill who has her own dreams.,1,,
2647,AEW Double or Nothing,Action-Drama,en,All Elite Wrestling,0,0,237,Released,2021,It's time to put all your chips on the table as All Elite Wrestling's third annual May spectacular is something to bet the house on as The Young Bucks defend their AEW Tag Team Championships against Jon Moxley & Eddie Kingston Dr. Britt Baker D.M.D. challenges Hikaru Shida for her AEW Women's World Championship Pac & Orange Cassidy take on Kenny Omega for his AEW World Championship and The Pinnacle faces off against Inner Circle in the second ever Stadium Stampede Match.,1,,
2649,Noir,Crime,en,Vertigo Theatre Productions,0,0,149,Released,2021,NOIR transports you back to a time of black and white movies of the 30s 40s and 50s. It's New York City a single spotlight illuminates a detective sat at his desk fog swirls around his feet as he lights his cigarette jazz music echoes all around Welcome to the world of NOIR. Veronica Smart is a beautiful 40-year-old woman married to her husband Cliff for 16 years always wanting to be a star she has now grown tired of the marriage and wants out. Meeting a group of teenagers at the local school she works sets in motion a plan that will include seduction passion lies manipulation and murder. Now available on Prime Video in the UK and USA.,1,,
2651,Our Dream Wedding,TV Movie-Comedy-Romance,en,Swirl Films-Reel One Entertainment-Eyeam Cinema,0,0,85,Released,2021,Commitment-shy Haley is as anti-marriage as it gets but when she tries on her grandma’s ‘magical’ wedding veil she’s transported to her future where she and long-term boyfriend Scott are happily married with two beautiful children. Shocked Haley tracks down her family to make sense of her vision and her view on love is changed for good. Is Haley ready to take the veil off – and is she finally ready for what will come after?,1,,
2652,Mistletoe & Molly,TV Movie-Comedy-Romance,en,Breakthrough Entertainment-Vast Entertainment-5’7 Films,0,0,85,Released,2021,Waitress and animal lover Molly Bishop is desperate for a holiday miracle. Broke and needing major car repairs she's counting on a big career opportunity to come through before the holidays - without using her family's name to get there. But when handsome cafe regular and do-gooder Aiden Ford starts to meddle in her life Molly will have to figure out if it's too much or just the holiday miracle she needed.,1,,
2653,Don't Sweat the Small Stuff: The Kristine Carlson Story,TV Movie-Drama,en,Johnson Production Group-Nook Lane Entertainment,0,0,85,Released,2021,Kristine and her husband Dr. Richard Carlson had an amazing life with their two daughters. But when Richard tragically passes away Kristine is knocked off balance. Comfortable with living in Richard’s shadow she is now forced to navigate the unchartered territory of becoming a single mom while dealing with pressure to become the new face and voice of the “Don’t Sweat the Small Stuff” brand. Looking deep inside herself Kristine comes to understand the true essence of emotional authenticity and not sweating the small stuff which leads to the resilience and confidence needed to carry on the legacy of the beloved brand.,1,,
2655,Spring,Romance-Drama,en,Violet Wave Productions,0,0,87,Released,2021,An English girl has her life uprooted by her mom for her last year of High School. As if it wasn't hard enough leaving behind what is familiar this small American town holds past memories for her as she spent years there as a child. Although the hazy recollections and past history are only a small piece in the uncertainty of teenagehood.,1,,
2656,Juju Stories,Horror-Drama,en,Cine9ja,0,0,84,Released,2021,Juju Stories tackles juju in contemporary Lagos through three stories. In Love Potion by Omonua an unmarried woman agrees to use juju to find herself an ideal mate. In Yam by Makama consequences arise when a street urchin picks up seemingly random money from the roadside. In Suffer the Witch by Obasi love and friendship turns into obsession when a young college woman attracts her crush's interest.,1,,
2657,Dead in the Water,Thriller-TV Movie,en,Lifetime-Lunar Field,0,0,91,Released,2021,When aspiring photography vlogger Tara gets dumped by her long term boyfriend her best friend Amy takes her on a weekend getaway to her family's vacation lake house where a mysterious and effortlessly attractive man crosses their path. They decide he's the perfect way to spice up their trip but his presence causes emotions to run high and suddenly the girls are forced to face the demons between themselves - or is it something more devious?,1,,
2660,Autumn Road,Horror-Drama-Mystery-Thriller,en,The Last Motel,0,0,95,Released,2021,10 years after a young girl goes missing on Halloween night her sister returns to their hometown to look for answers. Along the way she becomes entangled with two mysterious identical twins who run the town's roadside haunted house.,1,,50
2661,One of a Kind Love,Romance-TV Movie,en,Incendo Productions-Incendo Media,0,0,85,Released,2021,Kyra's dreams of being a jeweler have been put on the back burner as her demanding job at the Sawyer Country Club is her priority. When a vacant shop becomes available in town Kyra sees an opportunity to put a plan into action until she learns that there’s another renter interested in the space. Enter Aiden Sawyer prodigal son big-city business magnate and Kyra’s childhood nemesis returning home to the country club his parents own.,1,,
2663,Fear PHarm 2,Horror,en,Indican Pictures,0,0,75,Released,2021,After fighting for her life within a corn field maze and trying to outrun a number of murderous psychos Melanie has regained consciousness to discover that she is now being held hostage by the Walker family so they can continue to harvest her skin for their breakthrough skin care cream. Business is booming for the Walkers and Melanie soon finds that she’s not alone. Dozens of others are being held captive for their skin as the family has plans to grow the business internationally. With one failed escape attempt under her belt Melanie must once again fight for the opportunity to survive.,1,,
2664,Chloe's Mountain,Drama-Music,en,Inspired Productions-Star Studios,0,0,107,Released,2021,A teenage girl songwriter-singer Chloe reluctantly enters a Christian University and then finds she must face the mountains that are holding her back and in God who can move them.,1,,
2667,The Nature of Romance,Romance-TV Movie,en,Pictureland,0,0,90,Released,2021,A busy travel writer goes glamping at a state park with her best friend and finds herself falling in love with one of the park rangers.,1,,
2669,Beware of Mom,Thriller-TV Movie,en,Johnson Production Group,0,0,90,Released,2021,Jessie's father is murdered and Lena her sister is collateral damage (it is thought to be an accidental gas leak). Jessie and her mother Anna move near Kylie and her mother Tanya. Anna wants Kylie as a replacement.,1,,
2673,Girls Getaway Gone Wrong,Thriller-TV Movie,en,MarVista Entertainment-Tycor International Film Company,0,0,88,Released,2021,A girls’ trip goes horribly wrong when a trio of friends wake up to discover a woman has fallen to her death with all evidence pointing to them.,1,,
2676,The Influencer,Comedy-Thriller-Drama,en,Breaking Glass Pictures-Wizard Cats-Daisy Eagle Films,0,0,90,Released,2021,Abbie Rose is a popular social-media influencer known for her lifestyle fashion and makeup videos. She signs a coveted contract with Nutrocon a notorious cosmetic company known to pollute test on animals and treat female workers unfairly... Immediately she’s taken down and tied up in her home by a group of masked activists. Overnight they force Abbie through the filming of a video advertising a mysterious new makeup kit. As the hacker’s plan unfolds we learn the real reason for their visit and as Abbie’s façade fades we learn more about the lies she’s been living.,1,67,83
2679,God's Waiting Room,Drama,en,Panther John,0,0,95,Released,2021,In the thick heat of central Florida Rosie a musician fresh out of high school can’t shake her boredom. Before long she meets Jules a hustler from New York. She falls hard for his streetwise charms and his easy confidence. On the other side of town Brandon returns home after a decade in prison but his transition to life on the outside is dogged by the scars of his past. The summer drags on pushing these three characters together down a dangerous path.,1,,
2683,Pasture,Horror,en,Rook Productions,0,0,100,Released,2021,A young woman seeking treatment for her schizophrenia is taken captive by a deranged doctor and subjected to illegal experimentation. Her every attempt at escape is blocked by those around her as she loses touch with her already infirm grip on reality.,1,,
2688,Road to Perth,Drama-Romance-Comedy,en,Core Pictures LLC,0,0,82,Released,2021,Rejected after a marriage proposal Alex finds himself alone on a journey from Los Angeles to Melbourne Australia on what was supposed to be a happy vacation with his new fiancée. Stuck in a mild state of shock Alex crosses paths with Ronnie - a woman on an adventure of her own - and together they take a grand road trip across Australia's Nullarbor Plain on their way to Perth.,1,,
2691,Planet Zee,Comedy-Horror,en,Yikilmis Filmproduktion,0,0,96,Released,2021,As the Hippie filmmaker Zee - living together with her lovely but peculiar Granny Sam - persuades her insolent producer Serge to try an obscure online Game they get caged into her room.,1,,
2695,Slow Machine,Thriller,en,ACE Productions-Dialectic-Green Street Films,0,0,72,Released,2021,Stephanie a restless and vibrant actress meets Gerard an NYPD counter-terrorism specialist who’s an aficionado of experimental theater (and maybe out of his mind). Flirtation ensues ends disastrously and forces Stephanie to the ramshackle home of musician Eleanor Friedberger a supposed escape infected by violent memories of her past life.,1,91,
2696,IMPACT Wrestling: Rebellion,Action-Drama,en,Impact Wrestling,0,0,210,Released,2021,IMPACT Wrestling is bringing another rebellion of worlds colliding as this evening of global pro wrestling superstars includes Trey Miguel facing off against Sami Callihan Deonna Purrazzo defending her IMPACT Knockouts Championship against Tenille Dashwood FinJuice defend their IMPACT World Tag Team Championships against The Good Brothers Josh Alexander and TJP take on Ace Austin in a three-way match for the X-Division Championship and IMPACT World Champion Rich Swann & AEW World Champion Kenny Omega defend their respective titles against each other in a Title vs. Title match.,1,,
2697,Secrets Exposed,Thriller-TV Movie,en,MarVista Entertainment-Dawn's Light,0,0,85,Released,2021,Single mom Joanna teams up with a professor to track down her missing daughter Lizzie a college student who’s also been working as a cam girl before it’s too late.,1,,
2702,Malicious Motives,Thriller-TV Movie,en,Dawn's Light,0,0,88,Released,2021,When a popular high schooler illegally receives a kidney donation from her schoolmate it has deadly consequences.,1,,
2703,Bandsintown PLUS Presents: Charli XCX,Music,en,Bandsintown,0,0,60,Released,2021,"Singer-songwriter Charli XCX brings her pandemic album ""how i'm feeling now"" to life in this cinematic and intimate virtual show from Bandsintown PLUS.",1,,
2704,Hyde,Thriller,en,Dream State Entertainment-Little Fierce Productions,0,0,94,Released,2021,A journalist wakes up from a coma having lost ten years of her memory. Texas Rangers and a murderous gang of masked psychopaths led by the criminal Hyde hound her every step as she struggles to piece together who or what she has become.,1,,
2705,Our Christmas Journey,TV Movie-Comedy-Romance,en,Box Road Production,0,0,84,Released,2021,As a single mom and her teenaged son with autism come to a crossroad during Christmas she must learn to let go so he can flourish as she finds her own heart healing in unexpected ways.,1,,
2706,Soulmates,Comedy,en,Vertical Entertainment-Argent Pictures-Mandalay Pictures,0,0,80,Released,2021,Lifelong best friends Sam and Jess are each other’s everything. But when Jess meets a handsome out-of-stater Landon Sam begins to fear she’s being cast aside. To make matters worse a massive corporation - who happens to be Landon’s employer - is threatening the small-town way of life they know and love in Vermont. In order to save her sisterhood and protect the town Sam will pull out all the stops to keep both Jess’s relationship and the ominous company from developing any further.,1,14,
2710,Killer Profile,Thriller-TV Movie,en,MarVista Entertainment-Shadowboxer LLC,0,0,84,Released,2021,"Fearing her boyfriend is cheating on her Nicole tests him with a fake social media profile she's made under the name ""Heather Harris."" But when a girl named Heather Harris enrolls at her school Nicole suspects something sinister.",1,,
2711,A Picture Perfect Wedding,TV Movie-Comedy-Family-Romance,en,Reel One Entertainment-CMW Spring Productions,0,0,85,Released,2021,Wedding photographer Lindsey gets her big opportunity when a New York mogul’s son Josh asks her to shoot his sister’s wedding. Sparks fly as Josh and Lindsey prepare for ceremony and the pair begin to fall for each other. But as the big day arrives and the project finishes do they go back their old separate lives or will they follow their hearts?,1,,
2714,Sound of Violence,Horror-Thriller-Crime,en,You Know Films-No-Office,0,0,94,Released,2021,As a child the brutal murder of her family made Alexis regain her hearing along with synesthetic abilities. Now as an adult she finds solace in the sounds of bodily harm. But when she’s told she might lose her hearing again she escalates her gruesome sound experiments in a quest to compose her masterpiece.,1,67,61
2716,Boyfriends of Christmas Past,Comedy-Romance-TV Movie,en,Muse Entertainment,0,0,84,Released,2021,Leading up to Christmas marketing executive Lauren is visited by the ghosts of four ex-boyfriends. She must learn to open her heart or risk losing her best friend Nate.,1,,
2720,My Terrorized Teen,Thriller-Drama-Crime-TV Movie,en,Reel One Entertainment-Almost Never Films-Champlain Media,0,0,85,Released,2021,When her daughter is tormented by the mean girls of her high school one mother must find a way to put a stop to it before the bullying becomes deadly…,1,,
2721,The Great and Terrible Day of the Lord,Drama-Horror-Thriller,en,Dog & Pony Pictures,0,0,121,Released,2021,On Michael and Gabby's first romantic get-away things takes a terrifying turn when God delivers unsettling news to Gabby after taking over Michael's body. Is Michael a manipulative psychopath or could this really be a direct experience with her creator offering a path to eternal happiness?,1,,
2722,The Forever Room,Horror-Thriller,en,Freestyle Digital Media-Chinimble Lore,0,0,91,Released,2021,Claire  wakes one day to find herself chained in a basement. Her horror is amplified when she discovers that her captor is her own mother! Helen assures Claire that the situation is necessary and “for her own good.” And to add to Claire’s terror in the days and nights to follow she is beset by strange apparitions and frightening experiences finding herself precariously balanced on a razor’s edge between reality and insanity and ultimately forced to face a dark truth.,1,,
2723,Demigod,Horror,en,Historia Films-Artist Vodka Films,0,0,94,Released,2021,Robin who travels with her husband to Germany’s Black Forest upon learning that her huntsman grandfather has died and left her all his worldly possessions. Upon arrival a terrifying secret forces her to reckon with her family’s past and a mysterious ritual she thought was the stuff of fairy tales.,1,63,85
2728,Joey and Ella,Family-Adventure-Comedy,en,Lionsgate-Grindstone Entertainment Group-Lionsgate Home Entertainment-Black Sheep Films-101 Films-Ace Entertainment Films,0,0,99,Released,2021,When a baby kangaroo gets accidentally swept up in a jewelry heist she becomes separated from her mother for the first time in her young life. Alone and frightened a worldly teenage girl Ella who also knows the pain of losing her mother discovers her and nurses Joey back to health. However when Joey is falsely implicated in the robbery Ella has to work quickly to reunite her with her mother before shes either captured by the bumbling jewel thieves or taken into custody by a determined detective hot on their trail.,1,,
2733,Cheer For Your Life,Crime-TV Movie-Thriller,en,Reel One Entertainment-Almost Never Films,0,0,85,Released,2021,A high school girl’s spirits are crushed as she suffers through a humiliating “Cheerleader Initiation Week” but her dreams aren’t the only thing in danger when another girl on the squad turns up dead and when she disappears herself her mom will have to rush to save her.,1,,
2740,A Deadly Deed,Drama-Thriller-TV Movie,en,Science for Dogs,0,0,92,Released,2021,Jackie the heiress to her husband's fortune after his death who finally finds love again with a plastic surgeon Kevin. As tragedy continues around her secrets about Kevin and her late husband's family nefariously come to light.,1,,
2743,The Seekers: Thrill Night,Adventure-Family,en,Copenhagen Bombay,0,0,88,Released,2021,On Halloween estranged friends Asger and Esther must work together to rescue Asgers kidnapped sister Petra while Petra battles the thieves that took her.,1,,
2744,WWE Extreme Rules 2021,Action-Drama,en,World Wrestling Entertainment (WWE),0,0,180,Released,2021,"Bianca Belair faces off against SmackDown Women's Championship ""The Man"" Becky Lynch for her championship and ""The Queen"" Charlotte Flair will look to successfully defend her Raw Women's Championship against Alexa Bliss.",1,,
2749,Attack of the Giant Blurry Finger,Comedy-Horror-Science Fiction,en,Kill The Lion,0,0,60,Released,2021,In this zany dry tongue-in-cheek sci-fi horror comedy a giant blurry finger comes down from outer space and terrorizes a woman interrupting her lonely night at home.,1,,
2750,Christmas Down Under,TV Movie-Comedy-Family,en,Odyssey Motion Pictures-Ignite Pictures,0,0,85,Released,2021,Tightly wound Ellie flies to Australia and enlists the help of an Aboriginal Tour Guide and a YouTubefamous Uber driver to find her husband and his eclectic family and along the way find her true self. All before Christmas.,1,,
2757,Dolphin Island,Family-Drama,en,Entertainment Squad-Mr. Puppy Productions,0,0,91,Released,2021,After losing her parents 14-year-old Annabel lives with her fisherman grandfather on an island paradise. She is surrounded by an extended family of loving but quirky neighbors and her best friend – a dolphin named Mitzy. Everything changes when her maternal grandparents arrive with a shifty lawyer to bring her back to New York. It’s up to Annabel and her friends to figure out how to save the day and prove that love conquers all!,1,64,83
2759,How I Met Your Murderer,TV Movie-Thriller,en,Thunderbird Entertainment-Imoto Productions,0,0,91,Released,2021,"Mack Meyer has built a large fanbase discussing true crime on her wildly successful podcast ""How I Met Your Murderer."" However she finds herself the center of the story after learning her husband Henry was involved in the death of his high school sweetheart Lily. With the help of her new neighbor Oliver Mack links Lily's death to other murders in the area and fears she may be living with a serial killer.",1,,
2760,Venus as a Boy,Drama-Romance,en,Lost Ones-Marginal Mediaworks-We The People,0,0,104,Released,2021,Fresh off a heartbreak enigmatic starving artist Hunter and alluring confident Ruby have a whirlwind romance in Venice Beach but can it survive the harsh realities of her glitzy NYC art world?,1,,
2761,Morning Show Mysteries: Murder Ever After,Mystery-Crime-TV Movie,en,Front Street Pictures-Show Road Productions,0,0,84,Released,2021,Following a shocking find in an old friend’s basement TV host Billie Blessings works with new-to-town detective Tyrell Hunter to unearth a dark secret that threatens to unravel the lives of the most powerful people in her city.,1,,
